"","Gender","DriverAge","CarAge","Area","Leasing","Power","Fract","Contract","Exposure","Predicted"
"19379","F",55,9,"Countryside low","No","Low","Quarterly","Intermediate",0.31,0.0195999245252599
"19380","M",41,9,"Countryside low","No","Normal","Yearly","Full",1.37,0.0168460265282442
"19381","F",56,7,"Suburban","No","Normal","Yearly","Basic",3.06,0.0128656284155927
"19382","M",56,4,"Countryside low","No","High","Yearly","Full",1.36,0.0196568003830142
"19383","F",49,8,"Coutryside high","No","Normal","Quarterly","Full",3.47,0.0193848613518738
"19384","F",51,5,"Coutryside high","No","Intermediate","Yearly","Intermediate",4.29,0.0156181857423539
"19385","F",35,2,"Coutryside high","No","Intermediate","Yearly","Basic",6.12,0.0180499749912162
"19386","M",39,2,"Coutryside high","No","Normal","Yearly","Basic",0.77,0.021670436240964
"19387","M",42,3,"Countryside low","No","Low","Quarterly","Basic",4.56,0.0125030311667394
"19388","F",28,6,"Urban","No","Intermediate","Yearly","Intermediate",1.63,0.0214856826610715
"19389","M",32,6,"Suburban","No","Normal","Monthly","Full",5.43,0.03278515771374
"19390","M",30,8,"Suburban","No","Intermediate","Monthly","Intermediate",2.32,0.0310343377282431
"19391","M",24,2,"Coutryside high","No","Intermediate","Yearly","Intermediate",4.54,0.0285615821198148
"19392","F",39,5,"Urban","No","High","Monthly","Intermediate",2.97,0.0313520362450624
"19393","F",56,2,"Urban","No","Intermediate","Yearly","Basic",4.24,0.0169870706108034
"19394","M",41,5,"Urban","No","Low","Yearly","Intermediate",4.87,0.0210006092006152
"19395","M",58,7,"Suburban","Yes","Normal","Yearly","Basic",4.33,0.0198637890889834
"19396","M",54,9,"Urban","No","Normal","Monthly","Basic",3.66,0.0267317292825422
"19397","M",34,5,"Countryside low","No","Low","Yearly","Full",2.28,0.0170574330073974
"19398","F",50,3,"Countryside low","No","Normal","Yearly","Basic",2.43,0.011927268380014
"19399","F",57,4,"Suburban","Yes","Intermediate","Yearly","Intermediate",2.53,0.0182091127515648
"19400","M",42,5,"Suburban","Yes","Normal","Yearly","Basic",2.87,0.0243508449205807
"19401","M",60,2,"Coutryside high","No","Normal","Quarterly","Intermediate",0.83,0.0233931409874773
"19402","M",46,8,"Coutryside high","No","Low","Quarterly","Basic",2.67,0.0154273074423161
"19403","F",43,5,"Coutryside high","Yes","Normal","Yearly","Basic",1.79,0.0189997766467046
"19404","M",37,5,"Coutryside high","No","Intermediate","Yearly","Intermediate",6.15,0.0234387188943131
"19405","M",49,6,"Suburban","Yes","Intermediate","Yearly","Basic",3.65,0.0237087113926498
"19406","M",46,6,"Suburban","No","Normal","Quarterly","Intermediate",0.08,0.0243644986912347
"19407","F",35,8,"Countryside low","No","Intermediate","Quarterly","Basic",2.93,0.013187658969676
"19408","F",59,5,"Coutryside high","Yes","Intermediate","Monthly","Basic",4.01,0.0202867080897292
"19409","M",35,5,"Urban","No","Normal","Yearly","Full",4.35,0.0312625654212181
"19410","M",18,3,"Coutryside high","Yes","Intermediate","Yearly","Intermediate",3.35,0.0376887697389155
"19411","M",37,4,"Suburban","No","Low","Yearly","Intermediate",6.45,0.0184625550202522
"19412","M",55,6,"Suburban","No","Intermediate","Yearly","Basic",2.79,0.017273922959136
"19413","M",56,5,"Coutryside high","No","Intermediate","Quarterly","Full",1.37,0.022993965733772
"19414","M",55,4,"Suburban","Yes","Intermediate","Monthly","Full",3.11,0.0303854602864444
"19415","F",28,7,"Countryside low","No","Intermediate","Monthly","Full",4.52,0.016143137367257
"19416","M",44,3,"Coutryside high","No","High","Yearly","Full",5.42,0.0317911128981175
"19417","M",61,6,"Urban","No","Low","Monthly","Intermediate",3.77,0.0203792230210199
"19418","F",36,6,"Suburban","No","Low","Monthly","Intermediate",2.96,0.0175875018179301
"19419","M",44,7,"Countryside low","No","Normal","Yearly","Intermediate",3.31,0.0145659851644489
"19420","F",32,7,"Coutryside high","No","Intermediate","Yearly","Basic",2.93,0.0167579837228785
"19421","M",36,7,"Countryside low","No","Intermediate","Yearly","Full",4.75,0.0195305352823222
"19422","F",30,2,"Countryside low","Yes","Normal","Yearly","Intermediate",1.09,0.0175350180178696
"19423","F",52,6,"Suburban","No","Intermediate","Monthly","Intermediate",4.96,0.0228195969111889
"19424","F",54,5,"Suburban","No","Normal","Monthly","Intermediate",3.18,0.0243084326092623
"19425","F",31,1,"Suburban","No","Normal","Monthly","Intermediate",1.57,0.031449712048321
"19426","F",48,6,"Coutryside high","No","Intermediate","Yearly","Basic",2.54,0.0149791655776866
"19427","M",58,4,"Countryside low","No","Low","Yearly","Basic",4.71,0.0122184382047535
"19428","F",62,9,"Urban","No","Intermediate","Yearly","Intermediate",3.19,0.0149178956325688
"19429","F",45,0,"Countryside low","Yes","High","Yearly","Intermediate",4.61,0.0192365325783046
"19430","F",24,4,"Urban","No","Intermediate","Monthly","Basic",4.21,0.0325307446074308
"19431","M",44,1,"Suburban","No","Normal","Yearly","Intermediate",3.2,0.0212106622945326
"19432","M",43,4,"Suburban","No","Low","Yearly","Basic",5.55,0.0165779846223807
"19433","F",43,6,"Coutryside high","No","Intermediate","Monthly","Intermediate",4.36,0.0243802745652935
"19434","M",35,8,"Countryside low","Yes","Low","Quarterly","Intermediate",4.42,0.024543374994857
"19435","M",44,2,"Urban","No","Normal","Yearly","Basic",4.26,0.0237648168005057
"19436","M",57,5,"Urban","No","Intermediate","Yearly","Intermediate",5.82,0.0221219871234385
"19437","M",66,8,"Countryside low","No","Normal","Yearly","Intermediate",2,0.0124579518523454
"19438","M",36,4,"Urban","Yes","Low","Yearly","Intermediate",4.26,0.0295122004334507
"19439","F",39,6,"Urban","No","Intermediate","Yearly","Full",1.82,0.0234090461737995
"19440","F",40,3,"Coutryside high","No","Normal","Yearly","Intermediate",4.47,0.0168309446096084
"19441","F",35,5,"Urban","No","Intermediate","Yearly","Basic",4.77,0.0193468768419885
"19442","F",22,0,"Suburban","Yes","Normal","Quarterly","Intermediate",0.08,0.0310223778170119
"19443","M",47,4,"Countryside low","Yes","Normal","Yearly","Intermediate",3.93,0.0188977557249551
"19444","M",68,7,"Suburban","No","Normal","Monthly","Intermediate",4.01,0.0232797743594341
"19445","F",53,1,"Urban","Yes","Intermediate","Yearly","Intermediate",1.45,0.0245352698525391
"19446","M",53,2,"Suburban","No","Low","Yearly","Basic",4.79,0.0158359238371113
"19447","M",49,4,"Countryside low","Yes","Intermediate","Quarterly","Basic",2.77,0.0159809145064954
"19448","M",43,5,"Suburban","No","Normal","Quarterly","Full",4.18,0.0256115075469445
"19449","M",53,7,"Suburban","No","High","Monthly","Intermediate",4.91,0.0470974240299496
"19450","F",53,5,"Countryside low","No","Intermediate","Yearly","Full",2.8,0.0137700035746662
"19451","M",62,1,"Suburban","Yes","Normal","Yearly","Full",1.03,0.0281978575114395
"19452","M",61,7,"Countryside low","No","Intermediate","Monthly","Intermediate",4.04,0.0146219012399812
"19453","F",18,4,"Suburban","Yes","Intermediate","Yearly","Basic",2.97,0.0251485317656231
"19454","M",30,4,"Countryside low","No","Intermediate","Yearly","Basic",4.68,0.0173446866067179
"19455","M",27,6,"Coutryside high","No","Low","Yearly","Intermediate",2.12,0.0204939699744441
"19456","M",29,4,"Suburban","No","Intermediate","Yearly","Basic",1.53,0.023146383191101
"19457","M",22,6,"Suburban","No","Low","Yearly","Basic",3.15,0.0192462521990944
"19458","M",82,5,"Countryside low","Yes","Intermediate","Yearly","Intermediate",4.78,0.0145733856575821
"19459","M",50,6,"Coutryside high","No","Intermediate","Yearly","Intermediate",2.29,0.0201480789812927
"19460","M",55,0,"Suburban","No","Normal","Quarterly","Intermediate",0.08,0.0252899052863174
"19461","F",43,7,"Urban","No","Normal","Yearly","Intermediate",2.79,0.0171514024015209
"19462","M",67,4,"Countryside low","No","Intermediate","Yearly","Intermediate",4.38,0.0136185830008882
"19463","M",53,4,"Urban","Yes","High","Monthly","Intermediate",2.76,0.0695749110903934
"19464","F",35,10,"Countryside low","No","Intermediate","Yearly","Intermediate",2.78,0.0126992691157307
"19465","M",60,4,"Coutryside high","No","Intermediate","Monthly","Intermediate",3.74,0.0253170621333167
"19466","F",27,6,"Urban","No","Low","Monthly","Basic",2.83,0.0198389256043444
"19467","M",54,4,"Urban","No","Intermediate","Yearly","Basic",2.87,0.0219520335883802
"19468","M",34,8,"Urban","No","Normal","Monthly","Intermediate",2.98,0.0375834492492637
"19469","F",35,11,"Countryside low","No","Normal","Yearly","Basic",4.13,0.0117495527826667
"19470","F",26,10,"Urban","No","Normal","Quarterly","Intermediate",3.19,0.0273730718730332
"19471","M",26,4,"Countryside low","No","Intermediate","Yearly","Intermediate",3.15,0.0190201256886572
"19472","M",47,4,"Suburban","No","Intermediate","Yearly","Intermediate",1.68,0.0205559549415541
"19473","M",48,0,"Urban","No","Intermediate","Quarterly","Full",2.93,0.0335553090702991
"19474","M",25,6,"Countryside low","No","Low","Yearly","Basic",6.64,0.0146291884799184
"19475","F",32,2,"Urban","Yes","Normal","Yearly","Basic",2.08,0.0260795889299825
"19476","F",69,3,"Suburban","Yes","Normal","Yearly","Intermediate",1.8,0.0157932973518513
"19477","M",49,8,"Suburban","No","Intermediate","Yearly","Full",4.62,0.0223626988346709
"19478","F",26,6,"Urban","No","Normal","Yearly","Intermediate",0.27,0.0205331252317484
"19479","M",36,2,"Urban","Yes","Normal","Monthly","Intermediate",2.48,0.0461655267484054
"19480","M",31,6,"Countryside low","No","Normal","Quarterly","Intermediate",3.22,0.0165294243371907
"19481","F",73,3,"Coutryside high","No","High","Yearly","Intermediate",4.21,0.0151790870980565
"19482","M",69,7,"Urban","No","Normal","Monthly","Basic",2.74,0.0242961170001607
"19483","M",46,8,"Suburban","No","Normal","Monthly","Intermediate",2.9,0.0275068939955959
"19484","F",53,9,"Urban","Yes","Normal","Quarterly","Basic",4.52,0.0205128247132355
"19485","M",50,5,"Coutryside high","No","Normal","Yearly","Basic",3.5,0.018260015981484
"19486","F",33,2,"Countryside low","Yes","Intermediate","Yearly","Basic",4.08,0.0171596122798615
"19487","F",50,7,"Urban","Yes","Normal","Yearly","Intermediate",5.87,0.0206655710245374
"19488","F",38,3,"Urban","No","Intermediate","Monthly","Basic",1.49,0.0287995450928881
"19489","M",43,3,"Coutryside high","No","Normal","Yearly","Basic",0.56,0.0203746975602296
"19490","M",37,6,"Countryside low","Yes","Intermediate","Yearly","Intermediate",0.99,0.0212365375766807
"19491","M",29,8,"Countryside low","No","Intermediate","Monthly","Intermediate",6.06,0.0178730829413693
"19492","F",43,4,"Countryside low","No","High","Monthly","Intermediate",3.25,0.0154721313826981
"19493","M",41,7,"Countryside low","No","Low","Quarterly","Basic",1.98,0.0120654510477292
"19494","M",67,5,"Countryside low","No","Normal","Quarterly","Basic",0.59,0.0129669305016972
"19495","M",40,7,"Urban","No","Normal","Yearly","Intermediate",0.08,0.0234576655161485
"19496","F",61,2,"Countryside low","No","Normal","Monthly","Intermediate",3.16,0.014649917279071
"19497","M",27,2,"Coutryside high","No","Normal","Yearly","Intermediate",1.51,0.0259656645717491
"19498","M",46,7,"Suburban","Yes","Normal","Monthly","Intermediate",1.85,0.0294420418525282
"19499","M",46,7,"Urban","No","Normal","Yearly","Full",4.5,0.0268823290711019
"19500","M",36,4,"Suburban","No","Normal","Yearly","Basic",1.7,0.0202279408199343
"19501","F",65,7,"Urban","No","Intermediate","Yearly","Full",1.52,0.0178075898660899
"19502","M",56,1,"Urban","No","Normal","Yearly","Basic",4.17,0.0215614644308179
"19503","M",41,7,"Coutryside high","No","Low","Yearly","Full",0.49,0.021172602096458
"19504","F",33,5,"Urban","No","High","Monthly","Intermediate",7.1,0.0334769500720257
"19505","M",36,6,"Urban","Yes","Intermediate","Yearly","Intermediate",1.16,0.0344622291753127
"19506","M",76,4,"Urban","No","Low","Yearly","Intermediate",2.27,0.0156070023859283
"19507","F",28,6,"Countryside low","No","High","Monthly","Basic",2.59,0.0155841377654297
"19508","M",35,6,"Suburban","No","Normal","Yearly","Full",4.76,0.0252066722726898
"19509","F",26,3,"Suburban","No","Intermediate","Quarterly","Basic",3.74,0.0231904231589932
"19510","F",61,8,"Coutryside high","No","Intermediate","Yearly","Intermediate",3.56,0.0137850842004134
"19511","F",47,2,"Suburban","Yes","Normal","Yearly","Intermediate",2.07,0.0196185025681534
"19512","M",62,8,"Countryside low","No","High","Yearly","Basic",4.27,0.0139705312460092
"19513","F",18,2,"Urban","Yes","Intermediate","Quarterly","Full",2.39,0.0400162756209398
"19514","F",32,7,"Urban","Yes","Normal","Quarterly","Basic",4.01,0.0260266077055204
"19515","M",18,3,"Urban","No","Normal","Quarterly","Basic",0.19,0.0382146815849525
"19516","M",56,0,"Countryside low","No","Normal","Yearly","Intermediate",1.43,0.0149970854484724
"19517","F",54,6,"Suburban","Yes","Intermediate","Monthly","Intermediate",3.76,0.0228406365065825
"19518","M",82,3,"Suburban","No","High","Yearly","Full",6.38,0.0207022145514454
"19519","M",30,3,"Coutryside high","No","Normal","Yearly","Intermediate",1.86,0.0246284555555264
"19520","M",22,5,"Countryside low","No","Low","Monthly","Full",3.18,0.0167384673962194
"19521","F",51,6,"Suburban","Yes","Intermediate","Yearly","Full",2.72,0.0223156885727444
"19522","M",55,9,"Urban","No","Normal","Yearly","Basic",3.36,0.018286204604895
"19523","F",52,5,"Countryside low","No","Normal","Yearly","Full",3.57,0.0132733717403368
"19524","F",41,8,"Coutryside high","No","Low","Monthly","Basic",3.51,0.0155557671015026
"19525","F",53,2,"Urban","No","Normal","Yearly","Intermediate",2.45,0.0173556995913798
"19526","M",26,3,"Countryside low","No","Normal","Quarterly","Basic",5.05,0.016842223528179
"19527","M",57,6,"Countryside low","No","Low","Yearly","Full",3,0.0139745888009316
"19528","M",51,3,"Urban","No","Normal","Yearly","Intermediate",2.22,0.0230074791381375
"19529","M",42,5,"Urban","No","Low","Yearly","Intermediate",4.28,0.0207952986705604
"19530","M",42,4,"Suburban","No","Intermediate","Yearly","Basic",1.36,0.0203481681952647
"19531","F",18,2,"Coutryside high","No","High","Monthly","Full",3.8,0.0362366211044377
"19532","F",39,5,"Countryside low","Yes","Intermediate","Yearly","Intermediate",3.8,0.0161901197098792
"19533","F",61,4,"Suburban","No","Intermediate","Yearly","Basic",5.22,0.0135612878769031
"19534","M",32,3,"Suburban","No","Intermediate","Yearly","Full",3.19,0.0296492941187334
"19535","M",43,3,"Countryside low","Yes","Intermediate","Yearly","Basic",3.69,0.0201744253755473
"19536","M",48,2,"Countryside low","Yes","Normal","Yearly","Intermediate",5.47,0.0195426699933242
"19537","M",64,4,"Suburban","Yes","Normal","Monthly","Intermediate",2.72,0.0261201245303301
"19538","F",28,4,"Suburban","Yes","Intermediate","Monthly","Basic",4.28,0.0273849483721933
"19539","M",47,6,"Countryside low","No","Normal","Monthly","Full",5.1,0.0168026719068142
"19540","M",31,11,"Suburban","No","High","Yearly","Full",7.44,0.0287229817124422
"19541","F",41,3,"Suburban","Yes","Normal","Yearly","Intermediate",2.77,0.0203391055564748
"19542","M",22,7,"Urban","No","Normal","Monthly","Intermediate",2.27,0.0442821055813124
"19543","F",55,4,"Suburban","Yes","Low","Yearly","Basic",3.86,0.0147237976718749
"19544","F",40,9,"Suburban","No","Low","Quarterly","Basic",2.66,0.0142755460202636
"19545","M",48,5,"Suburban","No","Normal","Yearly","Intermediate",3.13,0.0187005566151873
"19546","M",30,5,"Countryside low","Yes","High","Yearly","Full",3.05,0.032338190472235
"19547","M",29,5,"Countryside low","No","Intermediate","Monthly","Intermediate",3.39,0.0188732119589669
"19548","F",26,5,"Suburban","Yes","Normal","Monthly","Basic",3.35,0.0279138185640643
"19549","M",54,12,"Coutryside high","No","Normal","Yearly","Basic",0.94,0.015388598718209
"19550","M",28,6,"Suburban","No","Normal","Monthly","Basic",1.77,0.0308008407128843
"19551","M",39,6,"Urban","No","Intermediate","Yearly","Intermediate",3.01,0.0259045555817922
"19552","M",29,3,"Suburban","No","High","Monthly","Basic",3.54,0.0334480744472836
"19553","M",54,4,"Suburban","Yes","Low","Monthly","Full",1.81,0.0399500456257415
"19554","M",41,7,"Coutryside high","No","Intermediate","Quarterly","Basic",2.58,0.0223907354586467
"19555","F",31,8,"Coutryside high","Yes","Normal","Monthly","Full",1.76,0.028568056957311
"19556","M",42,5,"Urban","No","Intermediate","Yearly","Intermediate",3.11,0.0257150716994511
"19557","M",25,10,"Suburban","No","Normal","Monthly","Basic",4.31,0.0290578045767032
"19558","M",36,3,"Countryside low","No","Normal","Yearly","Intermediate",4.49,0.0167032513462342
"19559","M",34,2,"Urban","Yes","Normal","Yearly","Basic",2.72,0.0339824867992107
"19560","M",30,6,"Suburban","Yes","Low","Yearly","Intermediate",3.01,0.0246299061455293
"19561","M",18,4,"Urban","No","Intermediate","Yearly","Basic",4.64,0.031335592470221
"19562","M",48,6,"Urban","Yes","High","Yearly","Intermediate",0.08,0.0350311265799619
"19563","F",55,11,"Coutryside high","Yes","Normal","Yearly","Full",2.64,0.019004247819288
"19564","F",33,10,"Countryside low","No","Normal","Yearly","Intermediate",3.21,0.0123762585946122
"19565","M",41,3,"Suburban","No","Low","Yearly","Basic",3.59,0.0172054051697969
"19566","M",44,7,"Suburban","No","Normal","Yearly","Intermediate",2.01,0.0186073876510245
"19567","M",18,3,"Urban","No","Normal","Yearly","Intermediate",6.03,0.0318378060046838
"19568","F",45,4,"Suburban","Yes","Low","Quarterly","Intermediate",2.25,0.0269914240334749
"19569","M",53,7,"Suburban","No","Normal","Monthly","Full",3.6,0.0255980947547748
"19570","M",55,2,"Urban","No","Low","Yearly","Basic",3.22,0.0184957247293981
"19571","F",18,4,"Suburban","Yes","Normal","Quarterly","Full",3.33,0.0307520648198467
"19572","M",37,6,"Suburban","Yes","High","Yearly","Intermediate",3.06,0.0324038961932699
"19573","M",49,10,"Urban","No","Low","Quarterly","Intermediate",7.11,0.0198958330775828
"19574","M",44,8,"Coutryside high","No","Intermediate","Yearly","Intermediate",4.82,0.0204372829114442
